,datetime,Boston
4914,2013-04-24 06:00:00,broken clouds
4915,2013-04-24 07:00:00,overcast clouds
4916,2013-04-24 08:00:00,overcast clouds
4917,2013-04-24 09:00:00,overcast clouds
4918,2013-04-24 10:00:00,overcast clouds
4919,2013-04-24 11:00:00,mist
4920,2013-04-24 12:00:00,mist
4921,2013-04-24 13:00:00,mist
4922,2013-04-24 14:00:00,mist
4923,2013-04-24 15:00:00,mist
4924,2013-04-24 16:00:00,mist
4925,2013-04-24 17:00:00,mist
4926,2013-04-24 18:00:00,overcast clouds
4927,2013-04-24 19:00:00,light rain
4928,2013-04-24 20:00:00,mist
4929,2013-04-24 21:00:00,mist
4930,2013-04-24 22:00:00,light rain
4931,2013-04-24 23:00:00,light rain
4932,2013-04-25 00:00:00,mist
4933,2013-04-25 01:00:00,mist
4934,2013-04-25 02:00:00,light rain
4935,2013-04-25 03:00:00,light rain
4936,2013-04-25 04:00:00,light rain
4937,2013-04-25 05:00:00,light rain
4938,2013-04-25 06:00:00,mist
4939,2013-04-25 07:00:00,scattered clouds
4940,2013-04-25 08:00:00,overcast clouds
4941,2013-04-25 09:00:00,overcast clouds
4942,2013-04-25 10:00:00,mist
4943,2013-04-25 11:00:00,light rain
4944,2013-04-25 12:00:00,mist
4945,2013-04-25 13:00:00,overcast clouds
4946,2013-04-25 14:00:00,overcast clouds
4947,2013-04-25 15:00:00,sky is clear
4948,2013-04-25 16:00:00,sky is clear
4949,2013-04-25 17:00:00,sky is clear
4950,2013-04-25 18:00:00,sky is clear
4951,2013-04-25 19:00:00,sky is clear
4952,2013-04-25 20:00:00,sky is clear
4953,2013-04-25 21:00:00,sky is clear
4954,2013-04-25 22:00:00,sky is clear
4955,2013-04-25 23:00:00,sky is clear
4956,2013-04-26 00:00:00,sky is clear
4957,2013-04-26 01:00:00,sky is clear
4958,2013-04-26 02:00:00,sky is clear
4959,2013-04-26 03:00:00,sky is clear
4960,2013-04-26 04:00:00,overcast clouds
4961,2013-04-26 05:00:00,overcast clouds
4962,2013-04-26 06:00:00,overcast clouds
4963,2013-04-26 07:00:00,overcast clouds
4964,2013-04-26 08:00:00,light rain
4965,2013-04-26 09:00:00,mist
4966,2013-04-26 10:00:00,light rain
4967,2013-04-26 11:00:00,overcast clouds
4968,2013-04-26 12:00:00,light rain
4969,2013-04-26 13:00:00,overcast clouds
4970,2013-04-26 14:00:00,overcast clouds
4971,2013-04-26 15:00:00,overcast clouds
4972,2013-04-26 16:00:00,overcast clouds
4973,2013-04-26 17:00:00,overcast clouds
4974,2013-04-26 18:00:00,overcast clouds
4975,2013-04-26 19:00:00,overcast clouds
4976,2013-04-26 20:00:00,broken clouds
4977,2013-04-26 21:00:00,sky is clear
4978,2013-04-26 22:00:00,broken clouds
4979,2013-04-26 23:00:00,sky is clear
4980,2013-04-27 00:00:00,sky is clear
4981,2013-04-27 01:00:00,sky is clear
4982,2013-04-27 02:00:00,sky is clear
4983,2013-04-27 03:00:00,sky is clear
4984,2013-04-27 04:00:00,sky is clear
4985,2013-04-27 05:00:00,sky is clear
4986,2013-04-27 06:00:00,sky is clear
4987,2013-04-27 07:00:00,sky is clear
4988,2013-04-27 08:00:00,sky is clear
4989,2013-04-27 09:00:00,sky is clear
4990,2013-04-27 10:00:00,sky is clear
4991,2013-04-27 11:00:00,sky is clear
4992,2013-04-27 12:00:00,sky is clear
4993,2013-04-27 13:00:00,sky is clear
4994,2013-04-27 14:00:00,sky is clear
4995,2013-04-27 15:00:00,sky is clear
4996,2013-04-27 16:00:00,sky is clear
4997,2013-04-27 17:00:00,sky is clear
4998,2013-04-27 18:00:00,sky is clear
4999,2013-04-27 19:00:00,sky is clear
5000,2013-04-27 20:00:00,sky is clear
5001,2013-04-27 21:00:00,sky is clear
5002,2013-04-27 22:00:00,scattered clouds
5003,2013-04-27 23:00:00,sky is clear
5004,2013-04-28 00:00:00,sky is clear
5005,2013-04-28 01:00:00,sky is clear
5006,2013-04-28 02:00:00,sky is clear
5007,2013-04-28 03:00:00,scattered clouds
5008,2013-04-28 04:00:00,scattered clouds
5009,2013-04-28 05:00:00,scattered clouds
5010,2013-04-28 06:00:00,mist
5011,2013-04-28 07:00:00,mist
5012,2013-04-28 08:00:00,sky is clear
5013,2013-04-28 09:00:00,mist
5014,2013-04-28 10:00:00,mist
5015,2013-04-28 11:00:00,mist
5016,2013-04-28 12:00:00,sky is clear
5017,2013-04-28 13:00:00,sky is clear
5018,2013-04-28 14:00:00,sky is clear
5019,2013-04-28 15:00:00,sky is clear
5020,2013-04-28 16:00:00,sky is clear
5021,2013-04-28 17:00:00,sky is clear
5022,2013-04-28 18:00:00,sky is clear
5023,2013-04-28 19:00:00,sky is clear
5024,2013-04-28 20:00:00,sky is clear
5025,2013-04-28 21:00:00,sky is clear
5026,2013-04-28 22:00:00,sky is clear
5027,2013-04-28 23:00:00,sky is clear
5028,2013-04-29 00:00:00,sky is clear
5029,2013-04-29 01:00:00,sky is clear
5030,2013-04-29 02:00:00,sky is clear
5031,2013-04-29 03:00:00,sky is clear
5032,2013-04-29 04:00:00,sky is clear
5033,2013-04-29 05:00:00,sky is clear
5034,2013-04-29 06:00:00,sky is clear
5035,2013-04-29 07:00:00,sky is clear
5036,2013-04-29 08:00:00,sky is clear
5037,2013-04-29 09:00:00,sky is clear
5038,2013-04-29 10:00:00,sky is clear
5039,2013-04-29 11:00:00,sky is clear
5040,2013-04-29 12:00:00,sky is clear
5041,2013-04-29 13:00:00,sky is clear
5042,2013-04-29 14:00:00,sky is clear
5043,2013-04-29 15:00:00,sky is clear
5044,2013-04-29 16:00:00,sky is clear
5045,2013-04-29 17:00:00,sky is clear
5046,2013-04-29 18:00:00,sky is clear
5047,2013-04-29 19:00:00,sky is clear
5048,2013-04-29 20:00:00,sky is clear
5049,2013-04-29 21:00:00,sky is clear
5050,2013-04-29 22:00:00,sky is clear
5051,2013-04-29 23:00:00,broken clouds
5052,2013-04-30 00:00:00,broken clouds
5053,2013-04-30 01:00:00,overcast clouds
5054,2013-04-30 02:00:00,few clouds
5055,2013-04-30 03:00:00,scattered clouds
5056,2013-04-30 04:00:00,scattered clouds
5057,2013-04-30 05:00:00,scattered clouds
5058,2013-04-30 06:00:00,overcast clouds
5059,2013-04-30 07:00:00,overcast clouds
5060,2013-04-30 08:00:00,overcast clouds
5061,2013-04-30 09:00:00,overcast clouds
5062,2013-04-30 10:00:00,sky is clear
5063,2013-04-30 11:00:00,mist
5064,2013-04-30 12:00:00,overcast clouds
5065,2013-04-30 13:00:00,light rain
5066,2013-04-30 14:00:00,moderate rain
5067,2013-04-30 15:00:00,moderate rain
5068,2013-04-30 16:00:00,light rain
5069,2013-04-30 17:00:00,light rain
5070,2013-04-30 18:00:00,overcast clouds
5071,2013-04-30 19:00:00,broken clouds
5072,2013-04-30 20:00:00,broken clouds
5073,2013-04-30 21:00:00,sky is clear
5074,2013-04-30 22:00:00,sky is clear
5075,2013-04-30 23:00:00,scattered clouds
5076,2013-05-01 00:00:00,broken clouds
5077,2013-05-01 01:00:00,overcast clouds
5078,2013-05-01 02:00:00,overcast clouds
5079,2013-05-01 03:00:00,scattered clouds
5080,2013-05-01 04:00:00,scattered clouds
5081,2013-05-01 05:00:00,mist
5082,2013-05-01 06:00:00,sky is clear
5083,2013-05-01 07:00:00,few clouds
5084,2013-05-01 08:00:00,few clouds
5085,2013-05-01 09:00:00,sky is clear
5086,2013-05-01 10:00:00,sky is clear
5087,2013-05-01 11:00:00,sky is clear
5088,2013-05-01 12:00:00,sky is clear
5089,2013-05-01 13:00:00,sky is clear
5090,2013-05-01 14:00:00,mist
5091,2013-05-01 15:00:00,overcast clouds
5092,2013-05-01 16:00:00,overcast clouds
5093,2013-05-01 17:00:00,overcast clouds
5094,2013-05-01 18:00:00,overcast clouds
5095,2013-05-01 19:00:00,overcast clouds
5096,2013-05-01 20:00:00,sky is clear
5097,2013-05-01 21:00:00,sky is clear
5098,2013-05-01 22:00:00,sky is clear
5099,2013-05-01 23:00:00,sky is clear
5100,2013-05-02 00:00:00,sky is clear
5101,2013-05-02 01:00:00,scattered clouds
5102,2013-05-02 02:00:00,overcast clouds
5103,2013-05-02 03:00:00,sky is clear
5104,2013-05-02 04:00:00,sky is clear
5105,2013-05-02 05:00:00,sky is clear
5106,2013-05-02 06:00:00,sky is clear
5107,2013-05-02 07:00:00,sky is clear
5108,2013-05-02 08:00:00,sky is clear
5109,2013-05-02 09:00:00,mist
5110,2013-05-02 10:00:00,mist
5111,2013-05-02 11:00:00,sky is clear
5112,2013-05-02 12:00:00,sky is clear
5113,2013-05-02 13:00:00,mist
5114,2013-05-02 14:00:00,mist
5115,2013-05-02 15:00:00,mist
5116,2013-05-02 16:00:00,broken clouds
5117,2013-05-02 17:00:00,scattered clouds
5118,2013-05-02 18:00:00,scattered clouds
5119,2013-05-02 19:00:00,overcast clouds
5120,2013-05-02 20:00:00,overcast clouds
5121,2013-05-02 21:00:00,overcast clouds
5122,2013-05-02 22:00:00,overcast clouds
5123,2013-05-02 23:00:00,broken clouds
5124,2013-05-03 00:00:00,overcast clouds
5125,2013-05-03 01:00:00,overcast clouds
5126,2013-05-03 02:00:00,mist
5127,2013-05-03 03:00:00,mist
5128,2013-05-03 04:00:00,overcast clouds
5129,2013-05-03 05:00:00,scattered clouds
5130,2013-05-03 06:00:00,overcast clouds
5131,2013-05-03 07:00:00,overcast clouds
5132,2013-05-03 08:00:00,overcast clouds
5133,2013-05-03 09:00:00,mist
5134,2013-05-03 10:00:00,sky is clear
5135,2013-05-03 11:00:00,sky is clear
5136,2013-05-03 12:00:00,overcast clouds
5137,2013-05-03 13:00:00,broken clouds
5138,2013-05-03 14:00:00,sky is clear
5139,2013-05-03 15:00:00,overcast clouds
5140,2013-05-03 16:00:00,scattered clouds
5141,2013-05-03 17:00:00,sky is clear
5142,2013-05-03 18:00:00,overcast clouds
5143,2013-05-03 19:00:00,broken clouds
5144,2013-05-03 20:00:00,scattered clouds
5145,2013-05-03 21:00:00,sky is clear
5146,2013-05-03 22:00:00,sky is clear
5147,2013-05-03 23:00:00,sky is clear
5148,2013-05-04 00:00:00,sky is clear
5149,2013-05-04 01:00:00,sky is clear
5150,2013-05-04 02:00:00,sky is clear
5151,2013-05-04 03:00:00,scattered clouds
5152,2013-05-04 04:00:00,sky is clear
5153,2013-05-04 05:00:00,few clouds
5154,2013-05-04 06:00:00,sky is clear
5155,2013-05-04 07:00:00,sky is clear
5156,2013-05-04 08:00:00,sky is clear
5157,2013-05-04 09:00:00,sky is clear
5158,2013-05-04 10:00:00,broken clouds
5159,2013-05-04 11:00:00,broken clouds
5160,2013-05-04 12:00:00,broken clouds
5161,2013-05-04 13:00:00,broken clouds
5162,2013-05-04 14:00:00,broken clouds
5163,2013-05-04 15:00:00,scattered clouds
5164,2013-05-04 16:00:00,sky is clear
5165,2013-05-04 17:00:00,sky is clear
5166,2013-05-04 18:00:00,sky is clear
5167,2013-05-04 19:00:00,sky is clear
5168,2013-05-04 20:00:00,sky is clear
5169,2013-05-04 21:00:00,sky is clear
5170,2013-05-04 22:00:00,sky is clear
5171,2013-05-04 23:00:00,sky is clear
5172,2013-05-05 00:00:00,sky is clear
5173,2013-05-05 01:00:00,sky is clear
5174,2013-05-05 02:00:00,sky is clear
5175,2013-05-05 03:00:00,sky is clear
5176,2013-05-05 04:00:00,sky is clear
5177,2013-05-05 05:00:00,mist
5178,2013-05-05 06:00:00,sky is clear
5179,2013-05-05 07:00:00,fog
5180,2013-05-05 08:00:00,sky is clear
5181,2013-05-05 09:00:00,mist
5182,2013-05-05 10:00:00,mist
5183,2013-05-05 11:00:00,sky is clear
5184,2013-05-05 12:00:00,broken clouds
5185,2013-05-05 13:00:00,overcast clouds
5186,2013-05-05 14:00:00,overcast clouds
5187,2013-05-05 15:00:00,overcast clouds
5188,2013-05-05 16:00:00,haze
5189,2013-05-05 17:00:00,overcast clouds
5190,2013-05-05 18:00:00,broken clouds
5191,2013-05-05 19:00:00,scattered clouds
5192,2013-05-05 20:00:00,sky is clear
5193,2013-05-05 21:00:00,sky is clear
5194,2013-05-05 22:00:00,sky is clear
5195,2013-05-05 23:00:00,sky is clear
5196,2013-05-06 00:00:00,sky is clear
5197,2013-05-06 01:00:00,sky is clear
5198,2013-05-06 02:00:00,sky is clear
5199,2013-05-06 03:00:00,sky is clear
5200,2013-05-06 04:00:00,sky is clear
5201,2013-05-06 05:00:00,mist
5202,2013-05-06 06:00:00,mist
5203,2013-05-06 07:00:00,mist
5204,2013-05-06 08:00:00,mist
5205,2013-05-06 09:00:00,mist
5206,2013-05-06 10:00:00,mist
5207,2013-05-06 11:00:00,fog
5208,2013-05-06 12:00:00,fog
5209,2013-05-06 13:00:00,broken clouds
5210,2013-05-06 14:00:00,overcast clouds
5211,2013-05-06 15:00:00,overcast clouds
5212,2013-05-06 16:00:00,overcast clouds
5213,2013-05-06 17:00:00,overcast clouds
5214,2013-05-06 18:00:00,overcast clouds
5215,2013-05-06 19:00:00,overcast clouds
5216,2013-05-06 20:00:00,scattered clouds
5217,2013-05-06 21:00:00,broken clouds
5218,2013-05-06 22:00:00,overcast clouds
5219,2013-05-06 23:00:00,overcast clouds
5220,2013-05-07 00:00:00,broken clouds
5221,2013-05-07 01:00:00,sky is clear
5222,2013-05-07 02:00:00,sky is clear
5223,2013-05-07 03:00:00,sky is clear
5224,2013-05-07 04:00:00,sky is clear
5225,2013-05-07 05:00:00,sky is clear
5226,2013-05-07 06:00:00,mist
5227,2013-05-07 07:00:00,broken clouds
5228,2013-05-07 08:00:00,overcast clouds
5229,2013-05-07 09:00:00,mist
5230,2013-05-07 10:00:00,fog
5231,2013-05-07 11:00:00,fog
5232,2013-05-07 12:00:00,fog
5233,2013-05-07 13:00:00,mist
5234,2013-05-07 14:00:00,overcast clouds
5235,2013-05-07 15:00:00,few clouds
5236,2013-05-07 16:00:00,scattered clouds
5237,2013-05-07 17:00:00,sky is clear
5238,2013-05-07 18:00:00,sky is clear
5239,2013-05-07 19:00:00,sky is clear
5240,2013-05-07 20:00:00,sky is clear
5241,2013-05-07 21:00:00,sky is clear
5242,2013-05-07 22:00:00,sky is clear
5243,2013-05-07 23:00:00,sky is clear
5244,2013-05-08 00:00:00,light intensity drizzle
5245,2013-05-08 01:00:00,broken clouds
5246,2013-05-08 02:00:00,sky is clear
5247,2013-05-08 03:00:00,sky is clear
5248,2013-05-08 04:00:00,sky is clear
5249,2013-05-08 05:00:00,sky is clear
5250,2013-05-08 06:00:00,sky is clear
5251,2013-05-08 07:00:00,fog
5252,2013-05-08 08:00:00,mist
5253,2013-05-08 09:00:00,fog
5254,2013-05-08 10:00:00,mist
5255,2013-05-08 11:00:00,mist
5256,2013-05-08 12:00:00,sky is clear
5257,2013-05-08 13:00:00,broken clouds
5258,2013-05-08 14:00:00,sky is clear
5259,2013-05-08 15:00:00,sky is clear
5260,2013-05-08 16:00:00,broken clouds
5261,2013-05-08 17:00:00,scattered clouds
5262,2013-05-08 18:00:00,scattered clouds
5263,2013-05-08 19:00:00,sky is clear
5264,2013-05-08 20:00:00,sky is clear
5265,2013-05-08 21:00:00,scattered clouds
5266,2013-05-08 22:00:00,overcast clouds
5267,2013-05-08 23:00:00,light intensity drizzle
5268,2013-05-09 00:00:00,light rain
5269,2013-05-09 01:00:00,scattered clouds
5270,2013-05-09 02:00:00,sky is clear
5271,2013-05-09 03:00:00,sky is clear
5272,2013-05-09 04:00:00,sky is clear
5273,2013-05-09 05:00:00,sky is clear
5274,2013-05-09 06:00:00,mist
5275,2013-05-09 07:00:00,mist
5276,2013-05-09 08:00:00,mist
5277,2013-05-09 09:00:00,mist
5278,2013-05-09 10:00:00,mist
5279,2013-05-09 11:00:00,fog
5280,2013-05-09 12:00:00,fog
5281,2013-05-09 13:00:00,mist
5282,2013-05-09 14:00:00,sky is clear
5283,2013-05-09 15:00:00,sky is clear
5284,2013-05-09 16:00:00,sky is clear
5285,2013-05-09 17:00:00,mist
5286,2013-05-09 18:00:00,overcast clouds
5287,2013-05-09 19:00:00,broken clouds
5288,2013-05-09 20:00:00,sky is clear
5289,2013-05-09 21:00:00,sky is clear
5290,2013-05-09 22:00:00,sky is clear
5291,2013-05-09 23:00:00,mist
5292,2013-05-10 00:00:00,light rain
5293,2013-05-10 01:00:00,broken clouds
5294,2013-05-10 02:00:00,scattered clouds
5295,2013-05-10 03:00:00,broken clouds
5296,2013-05-10 04:00:00,mist
5297,2013-05-10 05:00:00,mist
5298,2013-05-10 06:00:00,light rain
5299,2013-05-10 07:00:00,mist
5300,2013-05-10 08:00:00,mist
5301,2013-05-10 09:00:00,fog
5302,2013-05-10 10:00:00,fog
5303,2013-05-10 11:00:00,fog
5304,2013-05-10 12:00:00,fog
5305,2013-05-10 13:00:00,light rain
5306,2013-05-10 14:00:00,light rain
5307,2013-05-10 15:00:00,sky is clear
5308,2013-05-10 16:00:00,broken clouds
5309,2013-05-10 17:00:00,light rain
5310,2013-05-10 18:00:00,heavy intensity rain
5311,2013-05-10 19:00:00,scattered clouds
5312,2013-05-10 20:00:00,proximity thunderstorm
5313,2013-05-10 21:00:00,thunderstorm with light rain
5314,2013-05-10 22:00:00,mist
5315,2013-05-10 23:00:00,mist
5316,2013-05-11 00:00:00,light rain
5317,2013-05-11 01:00:00,overcast clouds
5318,2013-05-11 02:00:00,overcast clouds
5319,2013-05-11 03:00:00,mist
5320,2013-05-11 04:00:00,mist
5321,2013-05-11 05:00:00,fog
5322,2013-05-11 06:00:00,mist
5323,2013-05-11 07:00:00,mist
5324,2013-05-11 08:00:00,mist
5325,2013-05-11 09:00:00,mist
5326,2013-05-11 10:00:00,fog
5327,2013-05-11 11:00:00,mist
5328,2013-05-11 12:00:00,mist
5329,2013-05-11 13:00:00,scattered clouds
5330,2013-05-11 14:00:00,overcast clouds
5331,2013-05-11 15:00:00,scattered clouds
5332,2013-05-11 16:00:00,few clouds
5333,2013-05-11 17:00:00,sky is clear
5334,2013-05-11 18:00:00,broken clouds
5335,2013-05-11 19:00:00,sky is clear
5336,2013-05-11 20:00:00,sky is clear
5337,2013-05-11 21:00:00,sky is clear
5338,2013-05-11 22:00:00,sky is clear
5339,2013-05-11 23:00:00,sky is clear
5340,2013-05-12 00:00:00,sky is clear
5341,2013-05-12 01:00:00,sky is clear
5342,2013-05-12 02:00:00,sky is clear
5343,2013-05-12 03:00:00,sky is clear
5344,2013-05-12 04:00:00,sky is clear
5345,2013-05-12 05:00:00,sky is clear
5346,2013-05-12 06:00:00,broken clouds
5347,2013-05-12 07:00:00,broken clouds
5348,2013-05-12 08:00:00,broken clouds
5349,2013-05-12 09:00:00,overcast clouds
5350,2013-05-12 10:00:00,overcast clouds
5351,2013-05-12 11:00:00,overcast clouds
5352,2013-05-12 12:00:00,light rain
5353,2013-05-12 13:00:00,scattered clouds
5354,2013-05-12 14:00:00,overcast clouds
5355,2013-05-12 15:00:00,broken clouds
5356,2013-05-12 16:00:00,overcast clouds
5357,2013-05-12 17:00:00,overcast clouds
5358,2013-05-12 18:00:00,overcast clouds
5359,2013-05-12 19:00:00,light rain
5360,2013-05-12 20:00:00,broken clouds
5361,2013-05-12 21:00:00,overcast clouds
5362,2013-05-12 22:00:00,overcast clouds
5363,2013-05-12 23:00:00,light rain
5364,2013-05-13 00:00:00,mist
5365,2013-05-13 01:00:00,overcast clouds
5366,2013-05-13 02:00:00,overcast clouds
5367,2013-05-13 03:00:00,overcast clouds
5368,2013-05-13 04:00:00,overcast clouds
5369,2013-05-13 05:00:00,mist
5370,2013-05-13 06:00:00,overcast clouds
5371,2013-05-13 07:00:00,mist
5372,2013-05-13 08:00:00,broken clouds
5373,2013-05-13 09:00:00,overcast clouds
5374,2013-05-13 10:00:00,overcast clouds
5375,2013-05-13 11:00:00,mist
5376,2013-05-13 12:00:00,overcast clouds
5377,2013-05-13 13:00:00,overcast clouds
5378,2013-05-13 14:00:00,light rain
5379,2013-05-13 15:00:00,mist
5380,2013-05-13 16:00:00,mist
5381,2013-05-13 17:00:00,broken clouds
5382,2013-05-13 18:00:00,broken clouds
5383,2013-05-13 19:00:00,sky is clear
5384,2013-05-13 20:00:00,sky is clear
5385,2013-05-13 21:00:00,scattered clouds
5386,2013-05-13 22:00:00,sky is clear
5387,2013-05-13 23:00:00,sky is clear
5388,2013-05-14 00:00:00,scattered clouds
5389,2013-05-14 01:00:00,scattered clouds
5390,2013-05-14 02:00:00,scattered clouds
5391,2013-05-14 03:00:00,sky is clear
5392,2013-05-14 04:00:00,sky is clear
5393,2013-05-14 05:00:00,scattered clouds
5394,2013-05-14 06:00:00,sky is clear
5395,2013-05-14 07:00:00,sky is clear
5396,2013-05-14 08:00:00,sky is clear
5397,2013-05-14 09:00:00,sky is clear
5398,2013-05-14 10:00:00,sky is clear
5399,2013-05-14 11:00:00,sky is clear
5400,2013-05-14 12:00:00,sky is clear
5401,2013-05-14 13:00:00,sky is clear
5402,2013-05-14 14:00:00,overcast clouds
5403,2013-05-14 15:00:00,broken clouds
5404,2013-05-14 16:00:00,broken clouds
5405,2013-05-14 17:00:00,broken clouds
5406,2013-05-14 18:00:00,overcast clouds
5407,2013-05-14 19:00:00,sky is clear
5408,2013-05-14 20:00:00,sky is clear
5409,2013-05-14 21:00:00,sky is clear
5410,2013-05-14 22:00:00,sky is clear
5411,2013-05-14 23:00:00,sky is clear
5412,2013-05-15 00:00:00,scattered clouds
5413,2013-05-15 01:00:00,sky is clear
5414,2013-05-15 02:00:00,scattered clouds
5415,2013-05-15 03:00:00,broken clouds
5416,2013-05-15 04:00:00,sky is clear
5417,2013-05-15 05:00:00,sky is clear
5418,2013-05-15 06:00:00,broken clouds
5419,2013-05-15 07:00:00,broken clouds
5420,2013-05-15 08:00:00,broken clouds
5421,2013-05-15 09:00:00,scattered clouds
5422,2013-05-15 10:00:00,scattered clouds
5423,2013-05-15 11:00:00,scattered clouds
5424,2013-05-15 12:00:00,sky is clear
5425,2013-05-15 13:00:00,scattered clouds
5426,2013-05-15 14:00:00,scattered clouds
5427,2013-05-15 15:00:00,scattered clouds
5428,2013-05-15 16:00:00,scattered clouds
5429,2013-05-15 17:00:00,sky is clear
5430,2013-05-15 18:00:00,sky is clear
5431,2013-05-15 19:00:00,sky is clear
5432,2013-05-15 20:00:00,sky is clear
5433,2013-05-15 21:00:00,sky is clear
5434,2013-05-15 22:00:00,sky is clear
5435,2013-05-15 23:00:00,sky is clear
5436,2013-05-16 00:00:00,sky is clear
5437,2013-05-16 01:00:00,sky is clear
5438,2013-05-16 02:00:00,sky is clear
5439,2013-05-16 03:00:00,sky is clear
5440,2013-05-16 04:00:00,sky is clear
5441,2013-05-16 05:00:00,sky is clear
5442,2013-05-16 06:00:00,sky is clear
5443,2013-05-16 07:00:00,sky is clear
5444,2013-05-16 08:00:00,sky is clear
5445,2013-05-16 09:00:00,sky is clear
5446,2013-05-16 10:00:00,sky is clear
5447,2013-05-16 11:00:00,sky is clear
5448,2013-05-16 12:00:00,sky is clear
5449,2013-05-16 13:00:00,sky is clear
5450,2013-05-16 14:00:00,sky is clear
5451,2013-05-16 15:00:00,sky is clear
5452,2013-05-16 16:00:00,sky is clear
5453,2013-05-16 17:00:00,sky is clear
5454,2013-05-16 18:00:00,broken clouds
5455,2013-05-16 19:00:00,broken clouds
5456,2013-05-16 20:00:00,broken clouds
5457,2013-05-16 21:00:00,overcast clouds
5458,2013-05-16 22:00:00,overcast clouds
5459,2013-05-16 23:00:00,light rain
5460,2013-05-17 00:00:00,broken clouds
5461,2013-05-17 01:00:00,broken clouds
5462,2013-05-17 02:00:00,scattered clouds
5463,2013-05-17 03:00:00,scattered clouds
5464,2013-05-17 04:00:00,broken clouds
5465,2013-05-17 05:00:00,broken clouds
5466,2013-05-17 06:00:00,mist
5467,2013-05-17 07:00:00,mist
5468,2013-05-17 08:00:00,mist
5469,2013-05-17 09:00:00,mist
5470,2013-05-17 10:00:00,few clouds
5471,2013-05-17 11:00:00,mist
5472,2013-05-17 12:00:00,sky is clear
5473,2013-05-17 13:00:00,sky is clear
5474,2013-05-17 14:00:00,sky is clear
5475,2013-05-17 15:00:00,sky is clear
5476,2013-05-17 16:00:00,sky is clear
5477,2013-05-17 17:00:00,sky is clear
5478,2013-05-17 18:00:00,sky is clear
5479,2013-05-17 19:00:00,sky is clear
5480,2013-05-17 20:00:00,sky is clear
5481,2013-05-17 21:00:00,scattered clouds
5482,2013-05-17 22:00:00,sky is clear
5483,2013-05-17 23:00:00,sky is clear
5484,2013-05-18 00:00:00,sky is clear
5485,2013-05-18 01:00:00,sky is clear
5486,2013-05-18 02:00:00,sky is clear
5487,2013-05-18 03:00:00,sky is clear
5488,2013-05-18 04:00:00,sky is clear
5489,2013-05-18 05:00:00,sky is clear
5490,2013-05-18 06:00:00,sky is clear
5491,2013-05-18 07:00:00,sky is clear
5492,2013-05-18 08:00:00,sky is clear
5493,2013-05-18 09:00:00,sky is clear
5494,2013-05-18 10:00:00,sky is clear
5495,2013-05-18 11:00:00,few clouds
5496,2013-05-18 12:00:00,sky is clear
5497,2013-05-18 13:00:00,sky is clear
5498,2013-05-18 14:00:00,sky is clear
5499,2013-05-18 15:00:00,sky is clear
5500,2013-05-18 16:00:00,sky is clear
5501,2013-05-18 17:00:00,sky is clear
5502,2013-05-18 18:00:00,scattered clouds
5503,2013-05-18 19:00:00,scattered clouds
5504,2013-05-18 20:00:00,scattered clouds
5505,2013-05-18 21:00:00,sky is clear
5506,2013-05-18 22:00:00,sky is clear
5507,2013-05-18 23:00:00,sky is clear
5508,2013-05-19 00:00:00,sky is clear
5509,2013-05-19 01:00:00,sky is clear
5510,2013-05-19 02:00:00,broken clouds
5511,2013-05-19 03:00:00,scattered clouds
5512,2013-05-19 04:00:00,scattered clouds
5513,2013-05-19 05:00:00,scattered clouds
5514,2013-05-19 06:00:00,sky is clear
5515,2013-05-19 07:00:00,mist
5516,2013-05-19 08:00:00,mist
5517,2013-05-19 09:00:00,fog
5518,2013-05-19 10:00:00,mist
5519,2013-05-19 11:00:00,sky is clear
5520,2013-05-19 12:00:00,sky is clear
5521,2013-05-19 13:00:00,sky is clear
5522,2013-05-19 14:00:00,light intensity drizzle
5523,2013-05-19 15:00:00,overcast clouds
5524,2013-05-19 16:00:00,overcast clouds
5525,2013-05-19 17:00:00,overcast clouds
5526,2013-05-19 18:00:00,scattered clouds
5527,2013-05-19 19:00:00,scattered clouds
5528,2013-05-19 20:00:00,overcast clouds
5529,2013-05-19 21:00:00,broken clouds
5530,2013-05-19 22:00:00,broken clouds
5531,2013-05-19 23:00:00,scattered clouds
5532,2013-05-20 00:00:00,overcast clouds
5533,2013-05-20 01:00:00,broken clouds
5534,2013-05-20 02:00:00,broken clouds
5535,2013-05-20 03:00:00,overcast clouds
5536,2013-05-20 04:00:00,overcast clouds
5537,2013-05-20 05:00:00,overcast clouds
5538,2013-05-20 06:00:00,mist
5539,2013-05-20 07:00:00,fog
5540,2013-05-20 08:00:00,scattered clouds
5541,2013-05-20 09:00:00,fog
5542,2013-05-20 10:00:00,mist
5543,2013-05-20 11:00:00,fog
5544,2013-05-20 12:00:00,overcast clouds
5545,2013-05-20 13:00:00,scattered clouds
5546,2013-05-20 14:00:00,overcast clouds
5547,2013-05-20 15:00:00,broken clouds
5548,2013-05-20 16:00:00,broken clouds
5549,2013-05-20 17:00:00,broken clouds
5550,2013-05-20 18:00:00,scattered clouds
5551,2013-05-20 19:00:00,moderate rain
5552,2013-05-20 20:00:00,overcast clouds
5553,2013-05-20 21:00:00,overcast clouds
5554,2013-05-20 22:00:00,overcast clouds
5555,2013-05-20 23:00:00,light rain
5556,2013-05-21 00:00:00,light rain
5557,2013-05-21 01:00:00,light rain
5558,2013-05-21 02:00:00,mist
